base_slug,variant_slugs,name,types,sets,legal_heroes,legal_formats,keywords,implemented_by_registry,implemented_by_manual_trigger,has_functional_text,parseable_by_text_parser,in_generated_decks,priority_tier,priority_score,implementation_bucket
suraya_archangel_of_knowledge,suraya_archangel_of_knowledge,"Suraya, Archangel of Knowledge",,Dynasty,Prism,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,Ward,False,False,True,False,False,P2,30,manual_or_keyword_gap
surgical_extraction,surgical_extraction_blue,Surgical Extraction,Action,Dynasty,Arakni|Crackni|Nuu|Slippy|Uzuri,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,Contract,False,False,True,False,False,P2,30,manual_or_keyword_gap
sutcliffes_suede_hides,sutcliffes_suede_hides,Sutcliffe's Suede Hides,Equipment,ArmoryDeckLegendsViserai|BriarBlitzDeck|TalesOfAria,Aurora|Aurora2|Briar|Chane|Florian|Taylor|Viserai|Vynnset,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,GoAgain,False,False,True,False,False,P2,30,manual_or_keyword_gap
swabbie,swabbie_yellow,Swabbie,Action,HighSeas|Promos,GravyBones,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,WateryGrave,False,False,True,False,False,P2,30,manual_or_keyword_gap
swarming_gloomveil,swarming_gloomveil_red,Swarming Gloomveil,Action,Everfest,Aurora|Aurora2|Briar|Chane|Florian|Viserai|Vynnset,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,GoAgain,False,False,True,False,False,P2,30,manual_or_keyword_gap
swift_shot,swift_shot_red,Swift Shot,Action,AzaleaSilverAgeDeck|GEM|HighSeas,Azalea|Lexi|Marlynn|Riptide,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,GoAgain,False,False,True,False,False,P2,30,manual_or_keyword_gap
swiftstrike_bracers,swiftstrike_bracers,Swiftstrike Bracers,Equipment,HighSeas,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Emperor|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,GoAgain,False,False,True,False,False,P2,30,manual_or_keyword_gap
t_bone,t_bone_blue|t_bone_red|t_bone_yellow,T-Bone,Action,ArmoryDeckMaxx|Everfest,Dash|DataDoll|Maxx|Puffin|Teklovossen,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,Boost,False,False,True,False,False,P2,30,manual_or_keyword_gap
take_cover,take_cover_blue|take_cover_red|take_cover_yellow,Take Cover,DefenseReaction,ArcaneRising|HistoryPack1,Azalea|Lexi|Marlynn|Riptide,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,Reload,False,False,True,False,False,P2,30,manual_or_keyword_gap
take_flight,take_flight_blue|take_flight_red|take_flight_yellow,Take Flight,Action,ArmoryDeckBoltyn|BoltynBlitzDeck|Monarch,Boltyn,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,Charge,False,False,True,False,False,P2,30,manual_or_keyword_gap
tales_of_adventure,tales_of_adventure_blue,Tales of Adventure,Action,Promos,Shiyana|Yorick,Open|UltimatePitFight,Specialization,False,False,True,False,False,P2,30,manual_or_keyword_gap
tearing_shuko,tearing_shuko,Tearing Shuko,Equipment,Dynasty|FaiSilverAgeDeck|RoundTheTable,Benji|Cindra|Fai|Ira|Katsu|Taylor|Zen,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,Battleworn,False,False,True,False,False,P2,30,manual_or_keyword_gap
teklo_plasma_pistol,teklo_plasma_pistol,Teklo Plasma Pistol,Weapon,ArcaneRising|CrucibleOfWar|HistoryPack1|Promos,Dash|DataDoll|Maxx|Puffin|Teklovossen,Blitz|Clash|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,GoAgain,False,False,True,False,False,P2,30,manual_or_keyword_gap
teklovossens_workshop,teklovossens_workshop_blue|teklovossens_workshop_red|teklovossens_workshop_yellow,Teklovossen's Workshop,Action,CrucibleOfWar,Dash|DataDoll|Maxx|Puffin|Teklovossen,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,Opt,False,False,True,False,False,P2,30,manual_or_keyword_gap
tempest_dancers,tempest_dancers,Tempest Dancers,Equipment,CompendiumOfRathe,Blaze|Broscilio|Emperor|Iyslander|Kano|Oscilio|Taylor|Verdance,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,BladeBreak,False,False,True,False,False,P2,30,manual_or_keyword_gap
templar_spellbane,templar_spellbane,Templar Spellbane,Equipment,CompendiumOfRathe,Boltyn|Dorinthea|Emperor|Fang|Hala|Kassai|Olympia|Taylor,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,Battleworn,False,False,True,False,False,P2,30,manual_or_keyword_gap
temporal_wobble,temporal_wobble_red,Temporal Wobble,Instant,CompendiumOfRathe,Blaze|Broscilio|Emperor|Iyslander|Kano|Oscilio|Verdance,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,Negate,False,False,True,False,False,P2,30,manual_or_keyword_gap
test_of_agility,test_of_agility_red,Test of Agility,Block,HeavyHitters|Promos,Boltyn|Brutus|Dorinthea|Emperor|Fang|Hala|Kassai|Kayo|Levia|Olympia|RKO|Rhinar|Tuffnut,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,Clash,False,False,True,False,False,P2,30,manual_or_keyword_gap
test_of_might,test_of_might_red,Test of Might,Block,HeavyHitters|KayoSilverAgeDeck|Promos|VictorBlitzDeck,Betsy|Bolfar|Bravo|Brevant|Brutus|Crix|Jarl|Kayo|Kox|Levia|Lyath|Oldhim|Pleiades|RKO|Reya|Rhinar|Starvo|Terra|Tuffnut|Valda|Victor|Yoji,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,Clash,False,False,True,False,False,P2,30,manual_or_keyword_gap
test_of_strength,test_of_strength_red,Test of Strength,Block,EnigmaSilverAgeDeck|HeavyHitters|Promos|VictorBlitzDeck,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Emperor|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,Clash,False,False,True,False,False,P2,30,manual_or_keyword_gap
test_of_vigor,test_of_vigor_red,Test of Vigor,Block,HeavyHitters|Promos|VictorBlitzDeck,Betsy|Bolfar|Boltyn|Bravo|Brevant|Brutus|Crix|Dorinthea|Emperor|Fang|Hala|Jarl|Kassai|Kox|Lyath|Oldhim|Olympia|Pleiades|Reya|Starvo|Terra|Valda|Victor|Yoji,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,Clash,False,False,True,False,False,P2,30,manual_or_keyword_gap
testament_of_valahai,testament_of_valahai,Testament of Valahai,Equipment,MasteryPackGuardian,Betsy|Bolfar|Bravo|Brevant|Crix|Jarl|Kox|Lyath|Oldhim|Pleiades|Reya|Starvo|Taylor|Terra|Valda|Victor|Yoji,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,Guardwell,False,False,True,False,False,P2,30,manual_or_keyword_gap
thaw,thaw_red,Thaw,Action,Uprising,Cindra|Dromai|Emperor|Fai|Fang|Taipanis,Blitz|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,Unfreeze,False,False,True,False,False,P2,30,manual_or_keyword_gap
the_golden_son,the_golden_son_yellow,The Golden Son,Action,HeavyHitters,Shiyana|Victor,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,Overpower|Specialization,False,False,True,False,False,P2,30,manual_or_keyword_gap
the_librarian_magister_of_history,the_librarian_magister_of_history,"The Librarian, Magister of History",Hero,Promos,Librarian,Clash|Open|UltimatePitFight,GoAgain,False,False,True,False,False,P2,30,manual_or_keyword_gap
themis_archangel_of_judgment,themis_archangel_of_judgment,"Themis, Archangel of Judgment",,DuskTillDawn,Librarian|Prism|Theryon,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,Ward,False,False,True,False,False,P2,30,manual_or_keyword_gap
thespian_charm,thespian_charm_yellow,Thespian Charm,Instant,ArmoryDeckPleiades|Promos|SuperSlam,Pleiades,Blitz|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,TheCrowdCheers,False,False,True,False,False,P2,30,manual_or_keyword_gap
three_visits,three_visits_red,Three Visits,Instant,PartTheMistveil,Enigma,Blitz|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,Ward,False,False,True,False,False,P2,30,manual_or_keyword_gap
thunder_quake,thunder_quake_blue|thunder_quake_red|thunder_quake_yellow,Thunder Quake,Action,BravoDemoDeck|Everfest|MasteryPackGuardian,Betsy|Bolfar|Bravo|Brevant|Crix|Jarl|Kox|Lyath|Oldhim|Pleiades|Reya|Starvo|Terra|Valda|Victor|Yoji,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,Heave,False,False,True,False,False,P2,30,manual_or_keyword_gap
tiara_of_suspense,tiara_of_suspense,Tiara of Suspense,Equipment,ArmoryDeckPleiades|SuperSlam,Pleiades|Taylor,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,Guardwell,False,False,True,False,False,P2,30,manual_or_keyword_gap
tick_tock_clock,tick_tock_clock_red,Tick Tock Clock,Action,BrightLights,Dash|DataDoll|Maxx|Puffin|Teklovossen,Blitz|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,Crank,False,False,True,False,False,P2,30,manual_or_keyword_gap
ticket_puncher,ticket_puncher,Ticket Puncher,Equipment,HeavyHitters,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Emperor|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,BladeBreak,False,False,True,False,False,P2,30,manual_or_keyword_gap
tiger_eye_reflex,tiger_eye_reflex_blue|tiger_eye_reflex_yellow,Tiger Eye Reflex,Block,RoundTheTable,Benji|Cindra|Fai|Ira|Katsu|Zen,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,Ambush,False,False,True,False,False,P2,30,manual_or_keyword_gap
tip_off,tip_off_blue|tip_off_red|tip_off_yellow,Tip-Off,Action,ArakniWebOfDeceitBlitzDeck|TheHunted,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Emperor|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,Mark,False,False,True,False,False,P2,30,manual_or_keyword_gap
to_be_continued,to_be_continued_blue,To Be Continued...,Instant,ArmoryDeckPleiades|SuperSlam,Betsy|Bolfar|Bravo|Brevant|Crix|Jarl|Kox|Lyath|Oldhim|Pleiades|Reya|Starvo|Terra|Valda|Victor|Yoji,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,Suspense,False,False,True,False,False,P2,30,manual_or_keyword_gap
tooth_and_claw,tooth_and_claw_red,Tooth and Claw,Action,PartTheMistveil,Zen,Blitz|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,GoAgain,False,False,True,False,False,P2,30,manual_or_keyword_gap
topsy_turvy,topsy_turvy,Topsy Turvy,Equipment,ArakniSilverAgeDeck|CompendiumOfRathe,Crackni|Slippy|Taylor,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,ArcaneBarrier,False,False,True,False,False,P2,30,manual_or_keyword_gap
torc_of_vim,torc_of_vim,Torc of Vim,Equipment,ArmoryDeckRhinar,Kayo|Levia|RKO|Rhinar|Taylor|Tuffnut,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,Battleworn,False,False,True,False,False,P2,30,manual_or_keyword_gap
touch_of_reality,touch_of_reality,Touch of Reality,Equipment,CompendiumOfRathe,Dromai|Enigma|Prism|Taylor|Zyggy,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,Ward,False,False,True,False,False,P2,30,manual_or_keyword_gap
tough_leather_boots,tough_leather_boots,Tough Leather Boots,Equipment,SuperSlam,Taylor|Tuffnut,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,BladeBreak,False,False,True,False,False,P2,30,manual_or_keyword_gap
tough_smashup,tough_smashup_blue|tough_smashup_red|tough_smashup_yellow,Tough Smashup,Action,SuperSlam,Brutus|Pleiades|Tuffnut,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,Clash,False,False,True,False,False,P2,30,manual_or_keyword_gap
toxic_tips,toxic_tips,Toxic Tips,Equipment,ArakniBlitzDeck|Outsiders|RiptideBlitzDeck,Arakni|Azalea|Crackni|Lexi|Marlynn|Nuu|Riptide|Slippy|Taylor|Uzuri,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,BladeBreak|GoAgain,False,False,True,False,False,P2,30,manual_or_keyword_gap
trampling_trackers,trampling_trackers,Trampling Trackers,Equipment,ArmoryDeckRhinar,Kayo|Levia|RKO|Rhinar|Taylor|Tuffnut,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,Temper,False,False,True,False,False,P2,30,manual_or_keyword_gap
tranquil_passing,tranquil_passing_blue|tranquil_passing_red|tranquil_passing_yellow,Tranquil Passing,Action,Dynasty,Dromai|Enigma|Prism|Zyggy,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,Ward,False,False,True,False,False,P2,30,manual_or_keyword_gap
traverse_the_universe,traverse_the_universe,Traverse the Universe,Equipment,PartTheMistveil,Enigma|Nuu|Taylor|Zen,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,BladeBreak,False,False,True,False,False,P2,30,manual_or_keyword_gap
tremorshield_sabatons,tremorshield_sabatons,Tremorshield Sabatons,Equipment,TheHunted,Betsy|Bolfar|Bravo|Brevant|Crix|Jarl|Kox|Lyath|Oldhim|Pleiades|Reya|Starvo|Taylor|Terra|Valda|Victor|Yoji,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,BladeBreak,False,False,True,False,False,P2,30,manual_or_keyword_gap
trench_of_watery_depths,trench_of_watery_depths,Trench of Watery Depths,Equipment,CompendiumOfRathe,GravyBones|Marlynn|Puffin|Scurv|Taylor,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,BladeBreak,False,False,True,False,False,P2,30,manual_or_keyword_gap
tribute_to_demolition,tribute_to_demolition_blue|tribute_to_demolition_red|tribute_to_demolition_yellow,Tribute to Demolition,Action,DuskTillDawn,Levia,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,BloodDebt,False,False,True,False,False,P2,30,manual_or_keyword_gap
tribute_to_the_legions_of_doom,tribute_to_the_legions_of_doom_blue|tribute_to_the_legions_of_doom_red|tribute_to_the_legions_of_doom_yellow,Tribute to the Legions of Doom,Action,DuskTillDawn,Levia,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,BloodDebt,False,False,True,False,False,P2,30,manual_or_keyword_gap
trounce,trounce_red,Trounce,Block,HeavyHitters,Betsy|Bolfar|Bravo|Brevant|Brutus|Crix|Jarl|Kox|Lyath|Oldhim|Pleiades|Reya|Starvo|Terra|Valda|Victor|Yoji,Blitz|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,Clash,False,False,True,False,False,P2,30,manual_or_keyword_gap
truths_retold,truths_retold,Truths Retold,Equipment,EnigmaBlitzDeck|PartTheMistveil|Promos,Enigma|Taylor,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,Cloaked|Ward,False,False,True,False,False,P2,30,manual_or_keyword_gap
turn_heads,turn_heads_blue,Turn Heads,Instant,SuperSlam,Betsy|Bolfar|Bravo|Brevant|Crix|Jarl|Kox|Lyath|Oldhim|Pleiades|Reya|Starvo|Terra|Valda|Victor|Yoji,Blitz|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,Suspense,False,False,True,False,False,P2,30,manual_or_keyword_gap
turn_timber,turn_timber_blue|turn_timber_red|turn_timber_yellow,Turn Timber,DefenseReaction,OldhimBlitzDeck|TalesOfAria,Jarl|Oldhim|Starvo|Terra,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,Fusion,False,False,True,False,False,P2,30,manual_or_keyword_gap
two_faced,two_faced,Two-Faced,Equipment,CompendiumOfRathe,Lyath|RKO|Taylor,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,BladeBreak,False,False,True,False,False,P2,30,manual_or_keyword_gap
two_sides_to_the_blade,two_sides_to_the_blade_red,Two Sides to the Blade,AttackReaction,ArakniSilverAgeDeck|ArakniWebOfDeceitBlitzDeck|TheHunted,Arakni|Crackni|Nuu|Slippy|Uzuri,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,Mark,False,False,True,False,False,P2,30,manual_or_keyword_gap
two_steps_forward,two_steps_forward,Two Steps Forward,Equipment,CompendiumOfRathe,Benji|Cindra|Fai|Ira|Katsu|Taylor|Zen,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,Battleworn,False,False,True,False,False,P2,30,manual_or_keyword_gap
under_loop,under_loop_blue|under_loop_red|under_loop_yellow,Under Loop,Action,BrightLights|DashSilverAgeDeck|RoundTheTable,Dash|DataDoll|Maxx|Puffin|Teklovossen,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,Boost,False,False,True,False,False,P2,30,manual_or_keyword_gap
under_the_trap_door,under_the_trap_door_blue,Under the Trap-Door,Action,TheHunted,Arakni|Crackni|Nuu|Slippy|Uzuri,Blitz|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,Stealth,False,False,True,False,False,P2,30,manual_or_keyword_gap
undercover_acquisition,undercover_acquisition_red,Undercover Acquisition,Action,ArmoryDeckArakni|HighSeas,Arakni|Crackni|Nuu|Slippy|Uzuri,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,Steal|Stealth,False,False,True,False,False,P2,30,manual_or_keyword_gap
undertow_stilettos,undertow_stilettos,Undertow Stilettos,Equipment,NuuBlitzDeck|PartTheMistveil|Promos,Nuu|Taylor,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,Battleworn,False,False,True,False,False,P2,30,manual_or_keyword_gap
unforgetting_unforgiving,unforgetting_unforgiving_red,Unforgetting Unforgiving,Block,ArmoryDeckOriginsJarl,Jarl|Shiyana,Blitz|Clash|ClassicConstructed|LivingLegend|Open|UltimatePitFight,Specialization,False,False,True,False,False,P2,30,manual_or_keyword_gap
unhallowed_rites,unhallowed_rites_blue|unhallowed_rites_red|unhallowed_rites_yellow,Unhallowed Rites,Action,ChaneBlitzDeck|Monarch,Chane|Vynnset,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,BloodDebt,False,False,True,False,False,P2,30,manual_or_keyword_gap
unified_decree,unified_decree_yellow,Unified Decree,AttackReaction,CrucibleOfWar,Boltyn|Dorinthea|Fang|Hala|Kassai|Olympia,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,Reprise,False,False,True,False,False,P2,30,manual_or_keyword_gap
unyielding_grip,unyielding_grip,Unyielding Grip,Equipment,CompendiumOfRathe,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Emperor|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,BladeBreak,False,False,True,False,False,P2,30,manual_or_keyword_gap
up_on_a_pedestal,up_on_a_pedestal_blue,Up on a Pedestal,Instant,ArmoryDeckPleiades|Promos|SuperSlam,Pleiades,Blitz|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,Suspense,False,False,True,False,False,P2,30,manual_or_keyword_gap
up_the_ante,up_the_ante_blue,Up the Ante,AttackReaction,HeavyHitters,Olympia|Shiyana,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,Specialization|Wager,False,False,True,False,False,P2,30,manual_or_keyword_gap
uphold_tradition,uphold_tradition,Uphold Tradition,Equipment,EnigmaBlitzDeck|EnigmaSilverAgeDeck|PartTheMistveil|Promos,Enigma|Taylor,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,Cloaked|Ward,False,False,True,False,False,P2,30,manual_or_keyword_gap
